"STORE","Yr","mon","dayCount","revenue","avg_daily_revenue"
2607,2005,8,27,861060.37,31891.12
103,2005,7,31,988424.24,31884.65
704,2005,7,31,988274.14,31879.81
3302,2004,8,31,987974.59,31870.15
4907,2005,3,30,955361.77,31845.39
6002,2005,2,28,891581.09,31842.18
402,2004,11,29,923023.39,31828.39
902,2004,12,30,954388.59,31812.95
704,2005,8,27,858923.67,31811.99
8109,2004,9,30,954083.07,31802.77
8102,2004,10,31,985583.20,31793.01
704,2005,2,28,890168.25,31791.72
7007,2005,2,28,889647.34,31773.12
802,2005,3,30,952733.69,31757.79
4907,2005,7,31,984429.09,31755.78
802,2005,5,31,984090.15,31744.84
1904,2004,11,29,919828.70,31718.23
7603,2005,6,30,950575.86,31685.86
7407,2005,6,30,949474.38,31649.15
1107,2005,2,28,885651.61,31630.41
2307,2005,2,28,885400.12,31621.43
8404,2005,1,31,979937.07,31610.87
4303,2005,7,31,979129.42,31584.82
7707,2005,4,30,947375.06,31579.17
1904,2005,4,30,947170.06,31572.34
8204,2005,4,30,947069.11,31568.97
4102,2005,1,31,978580.92,31567.13
1807,2005,8,27,852301.24,31566.71
5103,2005,6,30,946695.35,31556.51
2607,2005,2,28,883454.32,31551.94
809,2005,8,27,851394.04,31533.11
7707,2005,5,31,977122.97,31520.10
2804,2005,4,30,944099.80,31469.99
4209,2004,11,29,912515.95,31466.07
3502,2004,10,31,975160.97,31456.81
2907,2005,5,31,975083.54,31454.31
802,2005,1,31,974632.62,31439.76
407,2004,10,31,974452.99,31433.97
2609,2005,4,30,943010.21,31433.67
3302,2005,3,30,942230.10,31407.67
2907,2005,6,30,941347.97,31378.27
8102,2005,6,30,940865.46,31362.18
709,2005,1,31,971450.63,31337.12
8204,2005,7,31,971182.91,31328.48
7707,2005,6,30,936514.95,31217.16
8109,2004,11,29,904974.92,31206.03
3807,2004,10,31,966597.84,31180.58
6002,2005,4,30,935156.42,31171.88
6002,2004,11,29,903977.99,31171.65
6703,2005,7,31,966275.36,31170.17
3807,2005,1,31,966064.00,31163.35
802,2004,11,29,903360.06,31150.35
4109,2005,7,31,965350.73,31140.35
3002,2005,8,27,840287.54,31121.76
2609,2005,5,31,964692.29,31119.11
3807,2004,8,31,964388.68,31109.31
409,2004,11,29,901946.95,31101.62
704,2005,4,30,932388.27,31079.61
3807,2004,11,29,900922.48,31066.29
7007,2004,11,29,900189.04,31041.00
9302,2004,8,31,961384.39,31012.40
2504,2005,5,31,961135.43,31004.37
409,2005,8,27,836759.11,30991.08
4409,2005,6,30,928275.71,30942.52
5103,2005,7,31,958539.82,30920.64
809,2005,2,28,865630.84,30915.39
402,2005,8,27,834045.54,30890.58
6002,2005,5,31,956868.61,30866.73
8703,2005,7,31,956761.30,30863.27
5302,2005,3,30,925781.38,30859.38
3603,2004,12,30,925587.23,30852.91
2504,2005,6,30,925506.96,30850.23
8602,2005,3,30,924274.01,30809.13
3302,2005,4,30,924051.23,30801.71
3204,2005,7,31,954408.11,30787.36
4409,2005,3,30,923564.31,30785.48
2907,2004,11,29,892443.11,30773.90
6002,2005,3,30,922970.16,30765.67
309,2004,12,30,922795.08,30759.84
4209,2005,3,30,922703.47,30756.78
3702,2004,12,30,922547.75,30751.59
3003,2005,4,30,922537.98,30751.27
4209,2005,7,31,953257.41,30750.24
2102,2004,8,29,891543.37,30742.87
3204,2004,10,31,952538.66,30727.05
9204,2005,7,31,951951.32,30708.11
4409,2005,2,28,859520.61,30697.16
4907,2005,6,30,920709.38,30690.31
3002,2005,5,31,951229.32,30684.82
1104,2005,5,31,950735.82,30668.90
8703,2005,2,28,858301.73,30653.63
402,2005,6,30,918915.90,30630.53
1904,2005,6,30,918478.90,30615.96
1207,2005,8,27,826196.54,30599.87
203,2005,2,28,856576.78,30592.03
4404,2004,12,30,917473.06,30582.44
3204,2005,6,30,917294.03,30576.47
4403,2004,12,30,917286.89,30576.23
1904,2005,1,31,947609.85,30568.06
704,2005,6,30,916920.56,30564.02
502,2005,4,30,916545.40,30551.51
3003,2004,8,31,946392.08,30528.78
1502,2005,4,30,914890.72,30496.36
1107,2005,4,30,914561.34,30485.38
2609,2004,9,30,914130.35,30471.01
4209,2005,6,30,914012.21,30467.07
4109,2005,4,30,913690.70,30456.36
8603,2004,12,30,913135.05,30437.84
4707,2004,12,30,912989.31,30432.98
4303,2005,8,27,821685.32,30432.79
5102,2005,2,28,851375.55,30406.27
1509,2004,8,31,942514.81,30403.70
2704,2004,12,30,911635.19,30387.84
202,2004,12,30,911109.62,30370.32
8109,2005,3,30,910597.77,30353.26
5103,2005,2,28,849292.65,30331.88
2607,2005,4,30,909934.85,30331.16
4109,2005,3,30,909412.77,30313.76
1709,2004,8,31,939224.90,30297.58
7403,2004,12,30,908771.88,30292.40
7202,2004,12,30,908415.25,30280.51
2307,2005,7,31,938662.60,30279.44
402,2005,3,30,908195.05,30273.17
6902,2004,12,30,907743.05,30258.10
1407,2004,8,31,937843.58,30253.02
2504,2005,7,31,937642.20,30246.52
1104,2005,2,28,846885.12,30245.90
6009,2004,9,30,906560.49,30218.68
409,2005,6,30,906139.35,30204.64
3204,2004,11,29,875471.60,30188.68
3007,2005,2,28,845273.48,30188.34
1502,2005,2,28,844654.19,30166.22
5103,2005,5,31,934590.12,30148.07
3103,2005,2,28,843214.17,30114.79
1007,2005,2,28,843209.03,30114.61
6009,2005,1,31,933388.40,30109.30
407,2004,11,29,871966.72,30067.82
502,2005,7,31,931827.22,30058.94
4109,2005,5,31,931576.41,30050.85
7107,2004,10,31,931351.88,30043.61
1104,2004,11,29,871257.49,30043.36
402,2005,1,31,931297.79,30041.86
1107,2005,6,30,900292.41,30009.75
704,2004,10,31,930084.06,30002.71
7407,2005,3,30,900031.02,30001.03
7603,2004,11,29,869962.01,29998.69
409,2005,7,31,929620.36,29987.75
4209,2004,10,31,928518.92,29952.22
1403,2004,9,30,898029.97,29934.33
1807,2005,2,28,838017.53,29929.20
3802,2005,2,28,837939.59,29926.41
1104,2004,10,31,927648.88,29924.16
1104,2005,6,30,895389.29,29846.31
1007,2005,8,27,805847.69,29846.21
2104,2005,8,27,805751.73,29842.66
1107,2005,5,31,924978.20,29838.01
2202,2004,12,30,895067.36,29835.58
203,2005,8,27,804413.78,29793.10
304,2004,9,30,893188.60,29772.95
304,2004,11,29,861820.83,29717.96
802,2005,6,30,891532.66,29717.76
6503,2005,1,31,921097.64,29712.83
6803,2005,3,28,831773.30,29706.19
8703,2005,4,30,890658.51,29688.62
2804,2004,8,31,920023.18,29678.17
709,2004,9,30,890165.37,29672.18
8204,2005,3,30,890019.90,29667.33
4007,2005,4,30,889112.44,29637.08
4409,2004,11,29,858759.57,29612.40
2104,2005,3,30,888080.97,29602.70
6402,2005,4,30,887938.61,29597.95
6604,2005,7,31,916420.45,29561.95
407,2005,1,31,916377.94,29560.58
6604,2005,3,30,886378.83,29545.96
9204,2005,6,30,886366.61,29545.55
8102,2005,8,27,797639.05,29542.19
2102,2004,9,26,768028.69,29539.56
809,2005,6,30,885893.18,29529.77
9402,2004,12,30,885582.56,29519.42
9204,2005,8,27,796907.19,29515.08
302,2005,7,31,914855.94,29511.48
4109,2004,9,30,885018.61,29500.62
1407,2005,1,31,914031.50,29484.89
7107,2004,9,30,884390.77,29479.69
5504,2004,12,30,883778.17,29459.27
3003,2005,1,31,912822.80,29445.90
1202,2005,4,30,883140.83,29438.03
3802,2005,4,30,882450.67,29415.02
704,2005,5,31,911804.20,29413.04
1807,2005,7,31,911696.80,29409.57
2907,2004,9,30,882102.40,29403.41
102,2004,8,30,881551.24,29385.04
2702,2004,12,30,880972.55,29365.75
6604,2005,4,30,880930.88,29364.36
8602,2004,11,29,851283.71,29354.61
6803,2004,12,30,880533.45,29351.12
4802,2005,7,29,851101.83,29348.34
103,2005,6,30,880265.87,29342.20
1403,2004,8,31,907511.94,29274.58
1207,2005,2,28,819228.73,29258.17
8204,2005,2,28,817872.98,29209.75
7007,2004,10,31,905130.25,29197.75
4109,2004,11,29,846731.91,29197.65
3302,2005,6,30,875308.38,29176.95
1407,2004,9,30,874621.34,29154.04
7603,2005,4,30,874621.32,29154.04
2804,2005,7,31,903708.73,29151.89
7707,2005,3,30,872924.47,29097.48
5102,2005,1,31,901341.61,29075.54
5502,2004,12,30,872160.25,29072.01
9204,2005,3,30,871835.21,29061.17
5603,2004,12,30,870861.82,29028.73
409,2004,10,31,899763.52,29024.63
8109,2005,1,31,899749.40,29024.17
809,2004,11,29,841440.31,29015.18
9204,2005,4,30,870134.68,29004.49
1007,2005,7,31,899133.71,29004.31
6009,2005,4,30,869432.12,28981.07
1602,2005,6,30,868963.02,28965.43
8102,2004,9,30,868869.43,28962.31
3009,2005,8,27,781944.91,28960.92
3302,2005,5,31,897491.62,28951.34
3807,2004,9,30,868518.26,28950.61
7407,2004,11,29,839480.59,28947.61
6002,2005,6,30,868239.57,28941.32
704,2004,11,29,838947.67,28929.23
8602,2005,4,30,867818.17,28927.27
8204,2005,5,31,896515.71,28919.86
1904,2004,10,31,896403.40,28916.24
2609,2005,3,30,866998.61,28899.95
3003,2004,9,30,866995.64,28899.85
5302,2004,10,31,895299.28,28880.62
4409,2004,10,31,895176.16,28876.65
7007,2004,8,31,894774.89,28863.71
103,2005,4,30,865859.27,28861.98
4209,2004,9,30,864933.21,28831.11
4303,2005,2,28,807160.75,28827.17
2907,2005,1,31,893511.35,28822.95
8902,2004,12,30,864606.24,28820.21
8204,2005,6,30,864576.92,28819.23
6002,2004,10,31,893140.10,28810.97
7107,2004,8,31,892858.90,28801.90
3407,2005,7,31,892585.67,28793.09
8602,2005,5,31,892052.54,28775.89
103,2004,10,31,891980.26,28773.56
8703,2004,11,29,834366.23,28771.25
8703,2005,5,31,891711.01,28764.87
1403,2005,1,31,891277.14,28750.88
8109,2004,8,31,891164.99,28747.26
6009,2005,3,30,862219.34,28740.64
7603,2005,5,31,890907.07,28738.94
1602,2004,10,31,890434.12,28723.68
1402,2004,12,30,861467.62,28715.59
9603,2004,12,30,861193.73,28706.46
4807,2005,8,27,774872.57,28698.98
6202,2004,12,30,860716.56,28690.55
3302,2004,9,30,860452.30,28681.74
7302,2004,12,30,860418.15,28680.60
3204,2004,9,30,860125.85,28670.86
1707,2004,12,30,859882.99,28662.77
2609,2004,11,29,830611.08,28641.76
9204,2005,5,31,887337.93,28623.80
4502,2004,12,30,858109.36,28603.65
3204,2005,1,31,886375.15,28592.75
2209,2004,12,30,857649.19,28588.31
4303,2005,3,30,857437.13,28581.24
7007,2004,9,30,857351.26,28578.38
3009,2005,2,28,800179.54,28577.84
4004,2004,12,30,856818.70,28560.62
502,2005,2,28,799152.87,28541.17
407,2004,8,31,884502.08,28532.33
2207,2005,8,27,769256.77,28490.99
5102,2005,7,31,882693.45,28473.98
6102,2005,7,31,882652.11,28472.65
409,2004,9,30,853746.28,28458.21
2907,2004,10,31,881993.94,28451.42
3802,2004,11,29,824917.15,28445.42
3007,2005,8,27,767807.49,28437.31
8803,2004,12,30,852890.86,28429.70
9309,2004,12,30,852841.45,28428.05
2607,2005,3,30,852528.18,28417.61
9409,2004,12,30,852264.74,28408.82
304,2005,1,31,880564.00,28405.29
2303,2005,2,28,795268.93,28402.46
4907,2004,11,29,823307.55,28389.92
3103,2005,8,27,766215.87,28378.37
7603,2005,3,30,850686.34,28356.21
8102,2005,1,31,878318.60,28332.86
6009,2004,8,31,877947.83,28320.90
407,2004,9,30,849159.72,28305.32
402,2004,10,31,876813.39,28284.30
1007,2005,4,30,848507.41,28283.58
8703,2004,8,31,876201.68,28264.57
2609,2004,10,31,875736.43,28249.56
802,2004,10,31,875358.81,28237.38
102,2004,9,28,789618.11,28200.65
2607,2005,5,31,874005.78,28193.73
609,2004,12,30,845653.13,28188.44
8204,2004,10,31,873510.62,28177.76
3103,2005,7,31,873163.70,28166.57
809,2004,10,31,871589.15,28115.78
7107,2005,1,31,871496.74,28112.80
2402,2005,4,30,843092.40,28103.08
8607,2005,2,28,786790.40,28099.66
3407,2005,4,30,842885.01,28096.17
6002,2005,8,27,758555.29,28094.64
1807,2005,4,30,842465.76,28082.19
7707,2004,11,29,814182.95,28075.27
8607,2005,8,27,757016.85,28037.66
3802,2005,7,31,869147.24,28037.01
6402,2005,8,27,756265.90,28009.85
103,2005,3,30,840205.91,28006.86
9504,2005,8,27,755670.69,27987.80
5103,2004,11,29,811517.86,27983.37
4907,2004,10,31,867065.27,27969.85
4409,2004,9,30,838226.04,27940.87
2804,2005,5,31,865653.57,27924.31
2504,2004,8,31,865597.28,27922.49
1207,2005,7,31,865501.40,27919.40
307,2004,12,30,837141.57,27904.72
8703,2005,6,30,836524.16,27884.14
1107,2004,10,31,864398.89,27883.84
3002,2005,6,30,836459.81,27881.99
6402,2005,5,31,863798.11,27864.46
909,2005,4,30,835634.62,27854.49
2204,2005,8,27,751476.01,27832.44
2804,2004,11,29,806572.26,27812.84
103,2005,5,31,861551.05,27791.97
6004,2004,12,30,833740.84,27791.36
1202,2005,3,30,833623.62,27787.45
3507,2005,7,31,861206.72,27780.86
2504,2005,2,28,777257.50,27759.20
2307,2005,4,30,832772.45,27759.08
4102,2004,9,27,749304.43,27752.02
1202,2005,2,28,775754.33,27705.51
2804,2005,6,30,831054.92,27701.83
7407,2004,9,30,831016.00,27700.53
3507,2005,8,27,747759.61,27694.80
909,2005,3,30,829868.96,27662.30
7502,2005,7,31,857277.29,27654.11
5704,2005,3,30,828314.29,27610.48
2807,2004,12,30,827729.49,27590.98
6804,2004,12,30,827599.36,27586.65
203,2005,7,31,854949.90,27579.03
5103,2005,3,30,826683.00,27556.10
5102,2005,4,30,826443.35,27548.11
3202,2004,12,30,826399.98,27546.67
1007,2005,6,30,826301.06,27543.37
4007,2005,5,31,853607.83,27535.74
7603,2004,9,30,825402.34,27513.41
7303,2005,8,27,742528.14,27501.04
4109,2005,1,31,852509.77,27500.32
2207,2005,7,31,852498.26,27499.94
4807,2005,2,28,769978.90,27499.25
1107,2004,11,29,796754.02,27474.28
8607,2005,7,31,851379.73,27463.86
1904,2004,9,30,823688.68,27456.29
7002,2004,12,30,823510.13,27450.34
3204,2004,8,31,850931.49,27449.40
7703,2005,2,28,768277.69,27438.49
2609,2005,1,31,849695.98,27409.55
1807,2005,5,31,848837.16,27381.84
3009,2005,7,31,848810.56,27380.99
4607,2005,8,27,739286.43,27380.98
7707,2004,10,31,848688.49,27377.05
5102,2005,3,30,821222.67,27374.09
7104,2004,12,30,821054.67,27368.49
4902,2005,7,30,820902.03,27363.40
9503,2005,8,27,738745.63,27360.95
8407,2004,12,30,820702.32,27356.74
8002,2005,2,28,765766.78,27348.81
1003,2004,12,30,818805.13,27293.50
909,2005,2,28,763843.92,27280.14
1807,2005,6,30,818318.98,27277.30
7603,2005,1,31,845159.79,27263.22
2504,2004,11,29,790316.37,27252.29
2609,2004,8,31,844321.19,27236.17
4303,2005,6,30,816869.74,27228.99
304,2004,8,31,843529.86,27210.64
1107,2005,3,30,816315.65,27210.52
4807,2005,7,31,843398.63,27206.41
7007,2005,1,31,843341.93,27204.58
6009,2004,10,31,843285.10,27202.75
3007,2005,7,31,843281.74,27202.64
5302,2004,8,31,843155.32,27198.56
2607,2004,11,29,788669.92,27195.51
1502,2005,7,31,842814.49,27187.56
4007,2005,6,30,815476.82,27182.56
7502,2005,2,28,760403.38,27157.26
9504,2005,7,31,841848.44,27156.40
1502,2005,3,30,814349.85,27145.00
4407,2005,2,28,759732.83,27133.32
2804,2005,2,28,759702.69,27132.24
8703,2004,10,31,840957.00,27127.65
7407,2004,10,31,840039.07,27098.03
6703,2005,2,28,757803.15,27064.40
6002,2004,9,30,811282.18,27042.74
1007,2005,5,31,837430.76,27013.90
6703,2005,6,30,810349.33,27011.64
8602,2005,6,30,810051.34,27001.71
6703,2005,4,30,810040.41,27001.35
209,2004,8,31,837026.86,27000.87
1702,2004,12,30,808450.91,26948.36
4007,2005,3,30,808127.14,26937.57
5503,2005,7,31,834465.95,26918.26
809,2005,1,31,834452.45,26917.82
603,2004,12,30,806465.70,26882.19
8703,2005,3,30,806312.84,26877.09
3407,2005,6,30,806265.29,26875.51
1502,2005,1,31,832994.93,26870.80
8302,2005,2,27,725000.09,26851.86
3802,2005,1,31,831293.90,26815.93
4209,2005,1,31,830627.88,26794.45
2607,2005,6,30,803685.96,26789.53
7404,2004,12,30,803460.71,26782.02
302,2005,4,30,803317.60,26777.25
2402,2005,2,28,749519.18,26768.54
4007,2005,1,31,829428.19,26755.75
707,2005,2,28,749017.27,26750.62
2204,2005,3,30,801521.44,26717.38
7103,2004,12,30,801354.49,26711.82
7407,2005,1,31,827921.71,26707.15
8204,2004,11,29,774436.51,26704.71
2504,2005,4,30,800342.70,26678.09
704,2005,1,31,826950.56,26675.82
8707,2004,12,30,799793.34,26659.78
3407,2005,5,31,826236.37,26652.79
4007,2004,10,31,823747.95,26572.51
4902,2005,2,28,742956.58,26534.16
2402,2005,5,31,821969.55,26515.15
7603,2004,10,31,821909.95,26513.22
9404,2004,12,30,795084.43,26502.81
4202,2004,8,31,821207.97,26490.58
3909,2004,12,30,794260.10,26475.34
4607,2005,2,28,740935.54,26461.98
809,2004,9,30,793851.18,26461.71
409,2005,1,31,819856.09,26446.97
1502,2005,8,27,713900.86,26440.77
3507,2005,4,30,793143.77,26438.13
7902,2004,12,30,792995.13,26433.17
4109,2005,6,30,792910.63,26430.35
2804,2004,9,30,792753.89,26425.13
8602,2005,7,31,819078.72,26421.89
2509,2004,12,30,791621.40,26387.38
4102,2004,8,31,817925.05,26384.68
7004,2005,2,28,738625.44,26379.48
103,2005,1,31,817434.55,26368.86
4302,2005,2,28,738188.41,26363.87
9209,2004,12,30,790378.71,26345.96
8602,2004,10,31,816447.30,26337.01
7004,2005,8,27,710518.07,26315.48
1104,2005,1,31,815268.49,26298.98
1104,2004,8,31,814536.62,26275.37
5203,2005,8,27,709252.93,26268.63
502,2005,8,27,709131.12,26264.12
7707,2004,8,31,813507.48,26242.18
7707,2005,1,31,813416.09,26239.23
2602,2005,7,31,813380.06,26238.07
9204,2004,10,31,813342.29,26236.85
3009,2005,6,30,786680.31,26222.68
8403,2005,2,28,734032.59,26215.45
4407,2005,8,27,706831.02,26178.93
3007,2005,4,30,784834.37,26161.15
6402,2005,6,30,784353.38,26145.11
7407,2004,8,31,810433.06,26143.00
2303,2005,8,27,705804.05,26140.89
7707,2004,9,30,784105.61,26136.85
4109,2004,10,31,810178.43,26134.79
2104,2005,5,31,809802.25,26122.65
103,2004,11,29,757223.10,26111.14
3507,2005,5,31,808958.13,26095.42
9204,2005,2,28,730412.85,26086.17
2503,2004,12,30,782385.60,26079.52
7004,2005,7,31,808364.49,26076.27
3802,2005,3,30,781532.34,26051.08
2307,2005,6,30,781510.35,26050.34
4302,2005,7,31,807318.11,26042.52
4607,2005,7,31,806921.42,26029.72
2104,2005,6,30,780699.66,26023.32
5103,2004,8,31,806444.62,26014.34
704,2004,9,30,780294.74,26009.82
4302,2005,4,30,779940.23,25998.01
203,2005,6,30,779391.33,25979.71
4409,2005,1,31,804914.81,25964.99
4702,2004,12,30,778343.52,25944.78
3009,2005,5,31,804235.68,25943.09
2504,2004,10,31,803447.73,25917.67
502,2005,5,31,803102.12,25906.52
6604,2005,2,28,724125.86,25861.64
6002,2004,8,31,799492.21,25790.07
707,2005,8,27,696154.44,25783.50
9503,2005,2,28,721651.82,25773.28
2402,2004,11,29,747189.78,25765.16
3502,2004,8,31,798404.99,25755.00
6604,2005,6,30,772621.59,25754.05
103,2004,9,30,771853.01,25728.43
1502,2004,11,29,745709.74,25714.13
4209,2004,8,31,797021.49,25710.37
8204,2004,9,30,770167.09,25672.24
8209,2004,12,30,769681.17,25656.04
8204,2005,1,31,794535.40,25630.17
8609,2004,12,30,768693.93,25623.13
4007,2004,11,29,742955.08,25619.14
6002,2005,1,31,794190.83,25619.06
709,2004,8,31,794091.37,25615.85
4007,2004,9,30,768405.46,25613.52
4303,2004,10,31,793694.66,25603.05
1104,2004,9,30,767736.82,25591.23
2103,2004,12,30,767672.05,25589.07
2303,2005,7,31,793260.66,25589.05
6703,2005,5,31,793235.49,25588.24
802,2004,8,30,767000.63,25566.69
4007,2004,8,31,792192.67,25554.60
6302,2004,12,30,765921.60,25530.72
1207,2005,6,30,765698.19,25523.27
4303,2004,11,29,740127.75,25521.65
1502,2005,5,31,791041.21,25517.46
7502,2005,3,30,765369.89,25512.33
502,2005,1,31,790831.49,25510.69
6604,2004,11,29,739797.77,25510.27
4303,2005,5,31,790334.75,25494.67
2307,2005,5,31,790109.11,25487.39
2402,2005,8,27,688061.69,25483.77
302,2005,8,27,687903.65,25477.91
5704,2005,7,31,789592.91,25470.74
8002,2005,4,30,764117.81,25470.59
1002,2004,12,30,763135.59,25437.85
5103,2004,10,31,788543.35,25436.88
6604,2005,5,31,788206.12,25426.00
5102,2004,11,29,736842.10,25408.35
707,2005,7,31,787307.35,25397.01
4303,2005,4,30,761635.41,25387.85
3304,2005,3,30,759547.27,25318.24
9204,2004,11,29,734203.33,25317.36
8002,2005,3,30,759410.40,25313.68
3507,2005,2,28,708648.62,25308.88
4907,2005,1,31,784537.53,25307.66
3407,2005,1,31,784291.82,25299.74
704,2004,8,31,784134.42,25294.66
4504,2004,12,30,758219.04,25273.97
4409,2004,8,31,783470.02,25273.23
802,2004,9,28,707615.30,25271.98
3704,2005,8,27,682234.97,25267.96
3207,2004,12,30,757992.05,25266.40
302,2005,5,31,783148.28,25262.85
2402,2005,6,30,757591.40,25253.05
4402,2004,12,30,756865.31,25228.84
909,2005,8,27,681144.09,25227.56
502,2004,11,29,731590.49,25227.26
1203,2005,2,28,706078.59,25217.09
903,2004,12,30,756392.61,25213.09
807,2004,12,30,756315.05,25210.50
9504,2005,4,30,756041.31,25201.38
4103,2004,12,30,755295.54,25176.52
2207,2005,4,30,754923.15,25164.10
1207,2005,5,31,779824.01,25155.61
2607,2004,8,31,778138.58,25101.24
4902,2005,3,30,752335.69,25077.86
402,2004,9,28,702165.02,25077.32
4807,2005,3,30,752005.21,25066.84
4507,2004,12,30,751935.17,25064.51
3607,2004,12,30,751348.76,25044.96
3407,2005,3,30,751222.50,25040.75
1807,2004,11,29,726017.34,25035.08
4907,2004,9,30,750775.23,25025.84
5102,2005,5,31,774517.69,24984.44
3704,2005,3,30,748792.21,24959.74
1107,2005,1,31,773181.21,24941.33
8204,2004,8,31,772815.82,24929.54
4802,2005,4,30,747406.53,24913.55
9609,2004,12,30,746807.56,24893.59
6104,2004,12,30,746545.62,24884.85
2104,2005,7,31,771188.98,24877.06
1202,2005,1,31,770895.48,24867.60
4802,2005,3,30,745934.77,24864.49
6404,2005,8,27,671111.07,24855.97
2307,2004,8,31,769933.17,24836.55
5503,2005,6,30,745095.58,24836.52
1207,2005,4,30,744790.49,24826.35
302,2005,6,30,744377.34,24812.58
4407,2005,7,31,769068.85,24808.67
9504,2005,3,30,744137.71,24804.59
6102,2005,4,30,744055.01,24801.83
4802,2005,2,28,694190.32,24792.51
3407,2004,10,31,768269.90,24782.90
2307,2005,3,30,743410.01,24780.33
402,2004,8,30,743236.73,24774.56
1807,2005,3,30,743120.81,24770.69
4807,2005,4,30,742965.36,24765.51
5503,2005,4,30,742925.78,24764.19
502,2005,3,30,742878.29,24762.61
5402,2005,2,28,692898.87,24746.39
302,2004,11,29,717234.81,24732.23
8002,2005,7,31,766696.40,24732.14
2502,2005,7,31,766654.86,24730.80
3309,2004,12,30,741167.22,24705.57
6604,2004,9,30,740629.29,24687.64
5604,2004,12,30,740513.84,24683.79
6604,2004,8,31,765125.98,24681.48
4907,2004,8,31,765026.36,24678.27
2607,2004,10,31,764938.07,24675.42
6102,2005,3,30,740198.50,24673.28
3507,2005,6,30,739940.18,24664.67
5402,2005,4,30,739902.50,24663.42
3007,2005,5,31,764082.77,24647.83
5303,2004,12,30,739407.00,24646.90
3504,2005,3,30,739343.60,24644.79
1202,2005,5,31,763032.33,24613.95
2207,2005,2,28,688285.18,24581.61
8002,2005,5,31,761877.72,24576.70
1904,2004,8,31,761822.20,24574.91
2104,2005,2,28,687114.56,24539.81
1207,2004,11,29,711277.41,24526.81
203,2004,10,31,760069.84,24518.38
2602,2005,4,30,735434.26,24514.48
5403,2004,12,30,735235.64,24507.85
2104,2005,4,30,734442.18,24481.41
1807,2005,1,31,758768.34,24476.40
4807,2005,5,31,758704.78,24474.35
4902,2005,4,30,734099.53,24469.98
2207,2005,5,31,757803.95,24445.29
9504,2005,6,30,732036.44,24401.21
7502,2005,5,31,756396.58,24399.89
6203,2005,8,27,658654.44,24394.61
1007,2004,10,31,756227.01,24394.42
3402,2004,12,30,731683.33,24389.44
7502,2005,4,30,731437.94,24381.26
1207,2004,10,31,755446.54,24369.24
8602,2005,8,27,657899.49,24366.65
5004,2005,8,27,657691.62,24358.95
9303,2004,12,30,730757.82,24358.59
2402,2005,1,31,754806.43,24348.59
4802,2005,6,30,729538.34,24317.94
6403,2005,8,27,656172.78,24302.70
2104,2004,9,30,729066.92,24302.23
909,2005,5,31,753147.85,24295.09
909,2005,7,31,753109.74,24293.86
3802,2005,5,31,752934.21,24288.20
1202,2004,11,29,704154.90,24281.20
1107,2004,9,30,728089.13,24269.64
2207,2005,6,30,727960.90,24265.36
9204,2004,8,31,752146.50,24262.79
302,2005,2,28,679311.51,24261.13
5704,2005,4,30,727437.26,24247.91
1107,2004,8,31,751128.56,24229.95
2009,2005,8,27,654053.36,24224.20
203,2005,3,30,726182.33,24206.08
2804,2004,10,31,749638.67,24181.89
3502,2004,9,24,580306.60,24179.44
8409,2004,12,30,725231.12,24174.37
1202,2005,7,31,748814.14,24155.29
5602,2005,7,31,748492.34,24144.91
1602,2004,8,30,723837.32,24127.91
3304,2005,2,28,675305.90,24118.07
2104,2004,8,31,746884.16,24093.04
1207,2004,8,31,746692.01,24086.84
2104,2004,10,31,746097.89,24067.67
7307,2005,2,28,673888.41,24067.44
7004,2005,6,30,721984.66,24066.16
6102,2005,2,28,673512.84,24054.03
3407,2004,8,31,745425.34,24045.98
7303,2005,2,28,673178.73,24042.10
9504,2005,5,31,745248.32,24040.27
507,2005,8,27,648559.44,24020.72
3107,2004,12,30,720011.99,24000.40
9503,2005,7,31,743999.73,23999.99
1007,2005,3,30,719718.09,23990.60
4109,2004,8,31,743700.05,23990.32
3802,2005,8,27,646531.93,23945.63
3009,2004,10,31,740859.49,23898.69
6102,2004,11,29,693046.47,23898.15
3009,2005,4,30,716624.68,23887.49
4902,2005,5,31,740267.02,23879.58
6102,2005,5,31,740235.81,23878.57
5804,2004,12,30,715964.14,23865.47
3407,2004,9,30,715204.34,23840.14
9504,2005,2,28,667389.44,23835.34
4802,2005,5,31,738569.39,23824.82
103,2004,8,31,738347.55,23817.66
4802,2005,8,27,643024.24,23815.71
9503,2005,4,30,714458.47,23815.28
2602,2005,5,31,737129.15,23778.36
2607,2004,9,30,713247.96,23774.93
2204,2005,2,28,665231.17,23758.26
3009,2005,3,30,712004.75,23733.49
5102,2005,8,27,640498.55,23722.17
1807,2004,10,31,735357.12,23721.20
1007,2004,11,29,687765.68,23716.06
5302,2004,9,27,640274.43,23713.87
5704,2005,2,28,663785.81,23706.64
502,2005,6,30,710823.15,23694.10
9804,2004,12,30,710582.94,23686.10
1602,2004,9,30,710194.35,23673.14
5004,2005,3,30,710179.87,23672.66
1207,2005,3,30,709963.16,23665.44
5102,2005,6,30,709935.93,23664.53
8709,2005,8,27,638764.26,23657.94
604,2004,10,31,733198.62,23651.57
4807,2005,6,30,709214.08,23640.47
8403,2005,8,27,638263.27,23639.38
2303,2005,3,30,709151.44,23638.38
5704,2005,5,31,732676.40,23634.72
1202,2005,8,27,638018.92,23630.33
